FIPS,Population,White,Black,Native,Asian,Pacific_Islander,Other,Multiracial,Percentage_White,Percentage_Black,Percentage_Native,Percentage_Asian,Percentage_Pacific_Islander,Percentage_Other,Percentage_Multiracial,Percentage_Nonwhite,Percent_Hispanic,Percentage_Household_Poverty,Percentage_DifferentHouseOneYearAgo,Percentage_AbroadOneYearAgo,MedianAge_Total,MedianAge_Male,MedianAge_Female
250251706011,1415,1038,60,0,16,0,239,62,73.35689046,4.240282686,0,1.130742049,0,16.89045936,4.381625442,26.64310954,33.00353357,15.63786008,15.54441261,0,36.8,32.9,44.4
250251706012,1814,1552,0,0,100,0,36,126,85.5567806,0,0,5.512679162,0,1.984564498,6.945975744,14.4432194,35.06063947,11.68224299,21.67405765,0.831485588,31.1,30.6,35.5
250251706013,1308,1138,81,0,0,0,69,20,87.0030581,6.19266055,0,0,0,5.275229358,1.529051988,12.9969419,17.35474006,10.76923077,17.33436055,0,42.5,44.1,41.4
250251706014,1327,1121,40,26,0,0,133,7,84.47626225,3.014318011,1.959306707,0,0,10.02260739,0.527505652,15.52373775,41.89902035,18.59296482,7.692307692,1.218583397,39.7,37.8,46.5
250251707011,645,576,18,0,12,0,23,16,89.30232558,2.790697674,0,1.860465116,0,3.565891473,2.480620155,10.69767442,22.3255814,26.44628099,7.441860465,0,47.9,47.1,49.5
250251707012,1475,1170,44,0,8,0,226,27,79.3220339,2.983050847,0,0.542372881,0,15.3220339,1.830508475,20.6779661,37.55932203,26.14173228,8.472222222,3.402777778,41.9,43.8,33.2
250251707021,820,704,115,0,0,0,0,1,85.85365854,14.02439024,0,0,0,0,0.12195122,14.14634146,12.56097561,37.46397695,32.97297297,0,32,41.4,31.3
250251707022,976,856,41,0,79,0,0,0,87.70491803,4.200819672,0,8.094262295,0,0,0,12.29508197,13.1147541,27.19033233,8.094262295,5.532786885,32.6,29.6,39.5
250251707023,1607,838,386,0,370,0,13,0,52.1468575,24.01991288,0,23.02426882,0,0.808960797,0,47.8531425,39.01680149,32.46492986,18.1040158,7.439104674,31.7,31.1,36.2
250251707024,1166,588,401,0,173,0,4,0,50.42881647,34.39108062,0,14.83704974,0,0.343053173,0,49.57118353,69.03945111,5.054151625,0,0,32.5,32.9,31.8
250251707025,1700,1057,29,0,386,0,140,88,62.17647059,1.705882353,0,22.70588235,0,8.235294118,5.176470588,37.82352941,45,29.17847025,8.353365385,0,33.5,33,43.2
250251708001,1453,1074,13,0,0,0,169,197,73.91603579,0.894700619,0,0,0,11.63110805,13.55815554,26.08396421,64.55609085,8.553654743,26.24561404,0,33.5,27.7,43
250251708002,946,736,93,0,80,0,19,18,77.8012685,9.830866808,0,8.456659619,0,2.00845666,1.902748414,22.1987315,15.75052854,24.02745995,15.36772777,0,40.6,35.4,42.3
250251708003,1248,1058,62,0,0,0,66,62,84.77564103,4.967948718,0,0,0,5.288461538,4.967948718,15.22435897,16.74679487,2.657004831,3.125,0,43.3,33.6,50.3
250251708004,1553,1244,0,0,47,0,239,23,80.1030264,0,0,3.026400515,0,15.38956858,1.481004507,19.8969736,22.85898261,3.789473684,6.439150032,1.93174501,40.4,31.4,47.2
250251801011,1458,1395,0,0,63,0,0,0,95.67901235,0,0,4.320987654,0,0,0,4.320987654,39.78052126,0,1.588447653,0,35.9,31.9,40
250251801012,900,821,0,0,30,0,0,49,91.22222222,0,0,3.333333333,0,0,5.444444444,8.777777778,0,2.205882353,9.367945824,0,55.6,55.7,55.3
250251801013,2511,2317,105,0,0,0,73,16,92.27399442,4.181600956,0,0,0,2.907208284,0.637196336,7.726005575,10.47391477,23.79702537,4.619673437,2.270011947,43,46.1,41.4
250251802001,897,740,43,0,0,0,0,114,82.49721293,4.793756968,0,0,0,0,12.7090301,17.50278707,3.678929766,17.46478873,7.469342252,0,45.5,45.8,44.7
250251802002,763,762,0,0,1,0,0,0,99.8689384,0,0,0.131061599,0,0,0,0.131061599,0,9.025270758,9.775429326,0,46.5,46.4,46.5
250251802003,809,734,9,0,0,0,0,66,90.72929543,1.112484549,0,0,0,0,8.158220025,9.270704574,4.449938195,9.375,7.663782447,1.236093943,48.5,46.8,48.6
250251802004,1497,1425,0,0,33,0,0,39,95.19038076,0,0,2.204408818,0,0,2.605210421,4.809619238,3.941215765,12.15277778,4.408817635,0.46760187,41.8,41.8,41
250251803011,552,531,5,0,0,16,0,0,96.19565217,0.905797101,0,0,2.898550725,0,0,3.804347826,0,11.30136986,1.660516605,0,57.3,61.1,51.3
250251803012,991,908,0,0,0,0,21,62,91.62462159,0,0,0,0,2.119071645,6.256306761,8.375378406,4.742684157,7.692307692,16.90427699,0,30.6,30.2,31.3
250251803013,826,817,3,0,3,0,0,3,98.91041162,0.363196126,0,0.363196126,0,0,0.363196126,1.089588378,1.694915254,6.319702602,5.326876513,0,45.2,44.7,49
250251803014,736,690,0,0,0,0,0,46,93.75,0,0,0,0,0,6.25,6.25,4.619565217,2.973977695,3.940217391,0,42.3,43.4,39
250251804001,890,818,18,0,12,0,7,35,91.91011236,2.02247191,0,1.348314607,0,0.786516854,3.93258427,8.08988764,6.06741573,6.804733728,6.06741573,0.561797753,36,30.8,36.8
250251804002,1043,1002,0,0,15,0,0,26,96.06903164,0,0,1.438159156,0,0,2.492809204,3.93096836,13.03930968,7.474226804,5.221674877,0,44.8,40.5,45.8
250251805001,1431,1383,0,0,0,0,41,7,96.64570231,0,0,0,0,2.86512928,0.489168414,3.354297694,6.988120196,11.48036254,10.49295775,0,46.4,36.8,50.6
250251805002,513,502,11,0,0,0,0,0,97.85575049,2.144249513,0,0,0,0,0,2.144249513,0,0,11.69590643,0,42.6,38.7,44.9
250251805003,1198,1095,78,0,25,0,0,0,91.40233723,6.510851419,0,2.086811352,0,0,0,8.597662771,7.595993322,9.8,30.05008347,0,37.9,37.8,39.2
250251805004,947,901,26,0,0,0,0,20,95.14255544,2.745512144,0,0,0,0,2.111932418,4.857444562,4.540654699,8.528784648,7.708553326,0,50.9,51.3,50.8
250259801011,329,140,125,0,0,0,27,37,42.55319149,37.99392097,0,0,0,8.20668693,11.24620061,57.44680851,19.75683891,,60.79027356,1.519756839,43.6,52.1,28.4
250259803001,360,151,104,5,20,0,63,17,41.94444444,28.88888889,1.388888889,5.555555556,0,17.5,4.722222222,58.05555556,27.77777778,,70.55555556,1.388888889,44.4,45.2,41.2
250259807001,9,9,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,66.5,,
250259810001,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
250259811001,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
250259811002,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
250259811003,13,9,4,0,0,0,0,0,69.23076923,30.76923077,0,0,0,0,0,30.76923077,0,0,,,40.5,,
250259811004,583,143,318,13,13,0,61,35,24.52830189,54.54545455,2.229845626,2.229845626,0,10.46312178,6.003430532,75.47169811,22.46998285,34.35582822,,,34.3,31.8,44.4
250259812011,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
250259812021,183,123,25,0,22,0,0,13,67.21311475,13.66120219,0,12.02185792,0,0,7.103825137,32.78688525,0,,,,22.7,22.6,
250259813001,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
250259813002,486,285,28,0,44,0,82,47,58.64197531,5.761316872,0,9.053497942,0,16.87242798,9.670781893,41.35802469,37.8600823,5.058365759,,,31.9,33,30.4
250259815011,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
250259815021,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
250259816001,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
250259817001,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
250259818001,33,33,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,,,66.7,66.2,71.5
250259901010,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
